session_id;id;base_name;fecha;hora;modo;condiciones_medida;config_label;motivo_fin;duracion_solicitada_s;muestras;duracion_real_s;hz_real;bpm;bpm_peak;bpm_fft;bpm_autocorr;calidad;calidad_label;spo2_pct;ratio_r;resp_min_exp;resp_calidad_exp;resp_razon_exp;temp_c_media;temp_c_ultima;temp_raw_ultima;pi_ir_pct;pi_red_pct;artefactos_ir_pct;artefactos_red_pct;contacto;cfg_confirmacion;pulso_previo;pulso_final_pulsio;pulso_final_fonendo;raw;processed;plot;screenshot;summary;config;bpm_blocks_10s_json;blocks_10s_file
BLOQUE_12CFG_184_20260603_123040_CFG001_3M_01_-_RED31_IR31_AVG1_ADC16384;184;BLOQUE_12CFG_184_20260603_123040_CFG001_3M_01_-_RED31_IR31_AVG1_ADC16384;2026-06-03;12:41:57;experimento_3m;Experimento 3M: optimizacion adaptativa con BPM manual, PPG y SpO2, exprimento numero 1 en oveja;3M 01 - RED31 IR31 AVG1 ADC16384;BLOQUE_COMPLETADO;50.0;1945;47.736;39.89;111.2;111.7;110.6;180.5;50.1;aceptable;34.6;1.54133;7.5;76;"experimental: pico lento 7.5 resp/min; dominancia=1.12; banda=0.91; ciclos~6.0";34.12;33.65;2377;0.0440;0.0678;1.9;0.0;contacto débil / baja perfusión;confirmada;85;85;;raw_BLOQUE_12CFG_184_20260603_123040_CFG001_3M_01_-_RED31_IR31_AVG1_ADC16384.csv;proc_BLOQUE_12CFG_184_20260603_123040_CFG001_3M_01_-_RED31_IR31_AVG1_ADC16384.csv;plot_BLOQUE_12CFG_184_20260603_123040_CFG001_3M_01_-_RED31_IR31_AVG1_ADC16384.png;;summary_BLOQUE_12CFG_184_20260603_123040_CFG001_3M_01_-_RED31_IR31_AVG1_ADC16384.json;sensor_config_20260603_124058.json;[119.661812686205, 132.99452476912742, 132.91241285721202, NaN, NaN];bpm_blocks_10s_BLOQUE_12CFG_184_20260603_123040_CFG001_3M_01_-_RED31_IR31_AVG1_ADC16384.csv
BLOQUE_12CFG_184_20260603_123040_CFG002_3M_02_-_RED63_IR63_AVG1_ADC16384;184;BLOQUE_12CFG_184_20260603_123040_CFG002_3M_02_-_RED63_IR63_AVG1_ADC16384;2026-06-03;12:41:58;experimento_3m;Experimento 3M: optimizacion adaptativa con BPM manual, PPG y SpO2, exprimento numero 1 en oveja;3M 02 - RED63 IR63 AVG1 ADC16384;BLOQUE_COMPLETADO;50.0;1945;47.739;39.88;75.4;99.7;75.4;46.0;23.9;dudosa;0.0;2.20075;8.8;83;"experimental: pico lento 8.8 resp/min; dominancia=1.49; banda=0.91; ciclos~7.0";33.94;33.07;2356;0.0142;0.0312;0.0;0.0;contacto débil / baja perfusión;confirmada;85;74;;raw_BLOQUE_12CFG_184_20260603_123040_CFG002_3M_02_-_RED63_IR63_AVG1_ADC16384.csv;proc_BLOQUE_12CFG_184_20260603_123040_CFG002_3M_02_-_RED63_IR63_AVG1_ADC16384.csv;plot_BLOQUE_12CFG_184_20260603_123040_CFG002_3M_02_-_RED63_IR63_AVG1_ADC16384.png;;summary_BLOQUE_12CFG_184_20260603_123040_CFG002_3M_02_-_RED63_IR63_AVG1_ADC16384.json;sensor_config_20260603_124058.json;[NaN, NaN, NaN, NaN, 99.7057840723085];bpm_blocks_10s_BLOQUE_12CFG_184_20260603_123040_CFG002_3M_02_-_RED63_IR63_AVG1_ADC16384.csv
BLOQUE_12CFG_184_20260603_123040_CFG003_3M_03_-_RED127_IR127_AVG1_ADC16384;184;BLOQUE_12CFG_184_20260603_123040_CFG003_3M_03_-_RED127_IR127_AVG1_ADC16384;2026-06-03;12:41:58;experimento_3m;Experimento 3M: optimizacion adaptativa con BPM manual, PPG y SpO2, exprimento numero 1 en oveja;3M 03 - RED127 IR127 AVG1 ADC16384;BLOQUE_COMPLETADO;50.0;1944;47.710;39.89;45.3;89.1;45.3;181.5;25.8;dudosa;88.4;0.84407;11.3;85;"experimental: pico lento 11.3 resp/min; dominancia=1.21; banda=0.91; ciclos~9.0";33.85;33.89;2386;0.0290;0.0245;1.4;0.3;contacto débil / baja perfusión;confirmada;74;85;;raw_BLOQUE_12CFG_184_20260603_123040_CFG003_3M_03_-_RED127_IR127_AVG1_ADC16384.csv;proc_BLOQUE_12CFG_184_20260603_123040_CFG003_3M_03_-_RED127_IR127_AVG1_ADC16384.csv;plot_BLOQUE_12CFG_184_20260603_123040_CFG003_3M_03_-_RED127_IR127_AVG1_ADC16384.png;;summary_BLOQUE_12CFG_184_20260603_123040_CFG003_3M_03_-_RED127_IR127_AVG1_ADC16384.json;sensor_config_20260603_124058.json;[NaN, NaN, NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_12CFG_184_20260603_123040_CFG003_3M_03_-_RED127_IR127_AVG1_ADC16384.csv
BLOQUE_12CFG_184_20260603_123040_CFG004_3M_04_-_RED199_IR159_AVG1_ADC16384;184;BLOQUE_12CFG_184_20260603_123040_CFG004_3M_04_-_RED199_IR159_AVG1_ADC16384;2026-06-03;12:41:59;experimento_3m;Experimento 3M: optimizacion adaptativa con BPM manual, PPG y SpO2, exprimento numero 1 en oveja;3M 04 - RED199 IR159 AVG1 ADC16384;BLOQUE_COMPLETADO;50.0;1945;47.741;39.88;93.2;97.7;89.2;92.0;38.9;dudosa;57.5;1.30710;10.1;89;"experimental: pico lento 10.1 resp/min; dominancia=1.38; banda=0.99; ciclos~8.0";33.85;33.76;2381;0.0086;0.0113;0.0;0.0;contacto débil / baja perfusión;confirmada;85;85;;raw_BLOQUE_12CFG_184_20260603_123040_CFG004_3M_04_-_RED199_IR159_AVG1_ADC16384.csv;proc_BLOQUE_12CFG_184_20260603_123040_CFG004_3M_04_-_RED199_IR159_AVG1_ADC16384.csv;plot_BLOQUE_12CFG_184_20260603_123040_CFG004_3M_04_-_RED199_IR159_AVG1_ADC16384.png;;summary_BLOQUE_12CFG_184_20260603_123040_CFG004_3M_04_-_RED199_IR159_AVG1_ADC16384.json;sensor_config_20260603_124058.json;[NaN, 91.24269417314427, 91.36076549624406, 93.47085686084284, NaN];bpm_blocks_10s_BLOQUE_12CFG_184_20260603_123040_CFG004_3M_04_-_RED199_IR159_AVG1_ADC16384.csv
BLOQUE_12CFG_184_20260603_123040_CFG005_3M_05_-_RED199_IR159_AVG2_ADC16384;184;BLOQUE_12CFG_184_20260603_123040_CFG005_3M_05_-_RED199_IR159_AVG2_ADC16384;2026-06-03;12:41:59;experimento_3m;Experimento 3M: optimizacion adaptativa con BPM manual, PPG y SpO2, exprimento numero 1 en oveja;3M 05 - RED199 IR159 AVG2 ADC16384;BLOQUE_COMPLETADO;50.0;947;46.437;19.94;81.4;100.0;81.4;;23.3;dudosa;41.2;1.47843;11.6;87;"experimental: pico lento 11.6 resp/min; dominancia=1.15; banda=0.98; ciclos~9.0";33.81;33.67;2378;0.0096;0.0141;0.0;0.0;contacto débil / baja perfusión;confirmada;85;80;;raw_BLOQUE_12CFG_184_20260603_123040_CFG005_3M_05_-_RED199_IR159_AVG2_ADC16384.csv;proc_BLOQUE_12CFG_184_20260603_123040_CFG005_3M_05_-_RED199_IR159_AVG2_ADC16384.csv;plot_BLOQUE_12CFG_184_20260603_123040_CFG005_3M_05_-_RED199_IR159_AVG2_ADC16384.png;;summary_BLOQUE_12CFG_184_20260603_123040_CFG005_3M_05_-_RED199_IR159_AVG2_ADC16384.json;sensor_config_20260603_124058.json;[82.59919714319112, 96.03268568833272, NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_12CFG_184_20260603_123040_CFG005_3M_05_-_RED199_IR159_AVG2_ADC16384.csv
BLOQUE_12CFG_184_20260603_123040_CFG006_3M_06_-_RED199_IR159_AVG4_ADC16384;184;BLOQUE_12CFG_184_20260603_123040_CFG006_3M_06_-_RED199_IR159_AVG4_ADC16384;2026-06-03;12:41:59;experimento_3m;Experimento 3M: optimizacion adaptativa con BPM manual, PPG y SpO2, exprimento numero 1 en oveja;3M 06 - RED199 IR159 AVG4 ADC16384;BLOQUE_COMPLETADO;50.0;448;43.812;9.97;88.0;92.3;84.8;171.4;47.6;aceptable;66.8;1.19482;9.6;82;"experimental: pico lento 9.6 resp/min; dominancia=1.01; banda=0.99; ciclos~7.0";33.86;34.34;2402;0.0087;0.0104;0.0;0.0;contacto débil / baja perfusión;confirmada;80;85;;raw_BLOQUE_12CFG_184_20260603_123040_CFG006_3M_06_-_RED199_IR159_AVG4_ADC16384.csv;proc_BLOQUE_12CFG_184_20260603_123040_CFG006_3M_06_-_RED199_IR159_AVG4_ADC16384.csv;plot_BLOQUE_12CFG_184_20260603_123040_CFG006_3M_06_-_RED199_IR159_AVG4_ADC16384.png;;summary_BLOQUE_12CFG_184_20260603_123040_CFG006_3M_06_-_RED199_IR159_AVG4_ADC16384.json;sensor_config_20260603_124058.json;[NaN, NaN, NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_12CFG_184_20260603_123040_CFG006_3M_06_-_RED199_IR159_AVG4_ADC16384.csv
BLOQUE_12CFG_184_20260603_123040_CFG007_3M_07_-_RED199_IR159_AVG4_ADC8192;184;BLOQUE_12CFG_184_20260603_123040_CFG007_3M_07_-_RED199_IR159_AVG4_ADC8192;2026-06-03;12:42:00;experimento_3m;Experimento 3M: optimizacion adaptativa con BPM manual, PPG y SpO2, exprimento numero 1 en oveja;3M 07 - RED199 IR159 AVG4 ADC8192;BLOQUE_COMPLETADO;50.0;448;43.815;9.97;80.7;96.2;80.7;171.4;24.3;dudosa;68.8;1.16806;8.2;78;"experimental: pico lento 8.2 resp/min; dominancia=1.23; banda=0.95; ciclos~6.0";33.86;34.42;2405;0.0081;0.0094;0.0;0.0;contacto débil / baja perfusión;confirmada;85;82;;raw_BLOQUE_12CFG_184_20260603_123040_CFG007_3M_07_-_RED199_IR159_AVG4_ADC8192.csv;proc_BLOQUE_12CFG_184_20260603_123040_CFG007_3M_07_-_RED199_IR159_AVG4_ADC8192.csv;plot_BLOQUE_12CFG_184_20260603_123040_CFG007_3M_07_-_RED199_IR159_AVG4_ADC8192.png;;summary_BLOQUE_12CFG_184_20260603_123040_CFG007_3M_07_-_RED199_IR159_AVG4_ADC8192.json;sensor_config_20260603_124058.json;[NaN, NaN, NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_12CFG_184_20260603_123040_CFG007_3M_07_-_RED199_IR159_AVG4_ADC8192.csv
BLOQUE_12CFG_184_20260603_123040_CFG008_3M_08_-_RED199_IR159_AVG2_ADC8192;184;BLOQUE_12CFG_184_20260603_123040_CFG008_3M_08_-_RED199_IR159_AVG2_ADC8192;2026-06-03;12:42:00;experimento_3m;Experimento 3M: optimizacion adaptativa con BPM manual, PPG y SpO2, exprimento numero 1 en oveja;3M 08 - RED199 IR159 AVG2 ADC8192;BLOQUE_COMPLETADO;50.0;947;46.443;19.94;171.4;92.3;86.5;171.4;44.1;dudosa;95.2;0.66312;6.5;66;"experimental: pico lento 6.5 resp/min; dominancia=1.04; banda=0.75; ciclos~5.0";33.76;33.89;2386;0.1006;0.0667;2.2;36.1;contacto débil / baja perfusión;confirmada;82;80;;raw_BLOQUE_12CFG_184_20260603_123040_CFG008_3M_08_-_RED199_IR159_AVG2_ADC8192.csv;proc_BLOQUE_12CFG_184_20260603_123040_CFG008_3M_08_-_RED199_IR159_AVG2_ADC8192.csv;plot_BLOQUE_12CFG_184_20260603_123040_CFG008_3M_08_-_RED199_IR159_AVG2_ADC8192.png;;summary_BLOQUE_12CFG_184_20260603_123040_CFG008_3M_08_-_RED199_IR159_AVG2_ADC8192.json;sensor_config_20260603_124058.json;[109.09090909090904, NaN, NaN, 80.13015910634999, NaN];bpm_blocks_10s_BLOQUE_12CFG_184_20260603_123040_CFG008_3M_08_-_RED199_IR159_AVG2_ADC8192.csv
BLOQUE_12CFG_184_20260603_123040_CFG009_3M_09_-_RED159_IR159_AVG4_ADC16384;184;BLOQUE_12CFG_184_20260603_123040_CFG009_3M_09_-_RED159_IR159_AVG4_ADC16384;2026-06-03;12:42:00;experimento_3m;Experimento 3M: optimizacion adaptativa con BPM manual, PPG y SpO2, exprimento numero 1 en oveja;3M 09 - RED159 IR159 AVG4 ADC16384;BLOQUE_COMPLETADO;50.0;448;43.812;9.97;87.0;85.7;88.9;85.7;46.5;aceptable;26.8;1.61138;8.2;74;"experimental: pico lento 8.2 resp/min; dominancia=1.13; banda=0.88; ciclos~6.0";33.38;33.21;2361;0.0081;0.0131;0.0;0.0;contacto débil / baja perfusión;confirmada;80;77;;raw_BLOQUE_12CFG_184_20260603_123040_CFG009_3M_09_-_RED159_IR159_AVG4_ADC16384.csv;proc_BLOQUE_12CFG_184_20260603_123040_CFG009_3M_09_-_RED159_IR159_AVG4_ADC16384.csv;plot_BLOQUE_12CFG_184_20260603_123040_CFG009_3M_09_-_RED159_IR159_AVG4_ADC16384.png;;summary_BLOQUE_12CFG_184_20260603_123040_CFG009_3M_09_-_RED159_IR159_AVG4_ADC16384.json;sensor_config_20260603_124058.json;[NaN, NaN, NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_12CFG_184_20260603_123040_CFG009_3M_09_-_RED159_IR159_AVG4_ADC16384.csv
BLOQUE_12CFG_184_20260603_123040_CFG010_3M_10_-_RED159_IR159_AVG4_ADC8192;184;BLOQUE_12CFG_184_20260603_123040_CFG010_3M_10_-_RED159_IR159_AVG4_ADC8192;2026-06-03;12:42:00;experimento_3m;Experimento 3M: optimizacion adaptativa con BPM manual, PPG y SpO2, exprimento numero 1 en oveja;3M 10 - RED159 IR159 AVG4 ADC8192;BLOQUE_COMPLETADO;50.0;448;43.814;9.97;171.4;92.9;69.8;171.4;26.2;dudosa;97.4;0.57331;10.9;87;"experimental: pico lento 10.9 resp/min; dominancia=1.47; banda=0.95; ciclos~8.0";33.36;33.54;2373;0.0261;0.0150;18.0;13.5;contacto débil / baja perfusión;confirmada;77;80;;raw_BLOQUE_12CFG_184_20260603_123040_CFG010_3M_10_-_RED159_IR159_AVG4_ADC8192.csv;proc_BLOQUE_12CFG_184_20260603_123040_CFG010_3M_10_-_RED159_IR159_AVG4_ADC8192.csv;plot_BLOQUE_12CFG_184_20260603_123040_CFG010_3M_10_-_RED159_IR159_AVG4_ADC8192.png;;summary_BLOQUE_12CFG_184_20260603_123040_CFG010_3M_10_-_RED159_IR159_AVG4_ADC8192.json;sensor_config_20260603_124058.json;[NaN, NaN, NaN, NaN, NaN];bpm_blocks_10s_BLOQUE_12CFG_184_20260603_123040_CFG010_3M_10_-_RED159_IR159_AVG4_ADC8192.csv
