id;modo;condiciones_medida;config_label;tiempo_s;red_raw;ir_raw;temp_c;temp_raw;red_proc_norm;ir_proc_norm;artifact_red;artifact_ir;peak_ir;bpm_rolling_5s;spo2_rolling_5s;ratio_r_rolling_5s;quality_rolling_5s
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.000000;18197;29306;33.45;2370;-0.30674;0.45349;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.019589;18191;29296;33.29;2364;-0.88558;0.01429;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.050007;18190;29280;33.62;2376;-1.70849;-0.30361;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.069849;18187;29286;32.42;2332;-1.33084;-0.57689;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.100231;18195;29278;33.02;2354;-0.69593;-0.57654;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.120138;18197;29277;33.13;2358;0.25891;-0.74455;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.150333;18198;29273;33.56;2374;-0.46670;-0.61105;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.169989;18186;29282;33.13;2358;-0.37435;-0.51101;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.200465;18198;29279;33.02;2354;-0.27705;-0.31058;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.220558;18199;29281;33.10;2357;-0.09895;-0.08993;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.250564;18188;29291;33.67;2378;-1.16758;0.12793;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.270182;18185;29288;32.34;2329;-1.20386;0.27502;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.300654;18198;29286;32.77;2345;-0.73881;0.15581;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.321016;18193;29281;33.56;2374;0.21109;0.05682;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.350901;18196;29279;33.10;2357;0.65305;0.17289;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.370819;18203;29289;33.26;2363;0.51453;0.37716;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.401074;18191;29289;33.18;2360;0.22758;0.32975;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.420580;18192;29273;32.99;2353;-0.17151;0.21019;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.451154;18198;29279;33.10;2357;0.59698;0.15965;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.471136;18200;29283;32.77;2345;1.03565;0.25376;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.501383;18197;29275;32.88;2349;0.90207;0.20775;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.521773;18196;29273;33.40;2368;1.10656;0.10841;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.551503;18202;29274;32.53;2336;1.21375;0.18718;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.571671;18198;29276;33.59;2375;2.07624;0.28304;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.601434;18206;29275;33.10;2357;1.67386;0.64765;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.621402;18197;29291;33.51;2372;2.10593;0.72991;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.651692;18203;29277;32.45;2333;0.33642;0.68355;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.671129;18185;29269;32.80;2346;-0.09565;0.25446;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.701851;18192;29264;33.07;2356;-1.29291;-0.16627;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.721372;18189;29251;33.02;2354;-1.52709;-0.48556;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.751836;18182;29249;33.56;2374;-0.66460;-0.93453;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.772259;18202;29237;32.61;2339;-0.70912;-0.87248;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.802075;18188;29253;33.13;2358;0.47989;-0.95300;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.821919;18196;29243;32.85;2348;0.25726;-0.60234;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.852088;18199;29255;32.93;2351;0.44032;-0.69715;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.871710;18190;29246;33.34;2366;-0.30674;-0.52077;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.902366;18187;29251;32.96;2352;-1.50565;-0.50195;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.922171;18185;29254;33.37;2367;-1.34568;-0.47650;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.952436;18192;29245;33.07;2356;-0.31828;-0.55981;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;0.972816;18199;29244;33.51;2372;-0.10554;-0.60582;0;0;0;;;;
SIN_CROTAL;scheduled;toma con tabla personalizada de configuraciones;CONFIG 16-B75_AVG4_ADC16384;1.002504;18187;29249;33.51;2372;-0.47165;-0.51798;0;0;0;;;;
