session_id;id;base_name;modo;bloque;inicio_s;fin_s;bpm_medio_10s
SIN_CROTAL_20260603_121624;SIN_CROTAL;SIN_CROTAL_20260603_121624;normal;1;0;10;88.90
SIN_CROTAL_20260603_121624;SIN_CROTAL;SIN_CROTAL_20260603_121624;normal;2;10;20;88.43
