session_id;id;base_name;modo;bloque;inicio_s;fin_s;bpm_medio_10s
BLOQUE_16CFG_184_SinVacio_20260602_131802_CFG013_CONFIG_13-B5F_AVG1_ADC8192;184_SinVacio;BLOQUE_16CFG_184_SinVacio_20260602_131802_CFG013_CONFIG_13-B5F_AVG1_ADC8192;configurations;1;0;10;136.92
BLOQUE_16CFG_184_SinVacio_20260602_131802_CFG013_CONFIG_13-B5F_AVG1_ADC8192;184_SinVacio;BLOQUE_16CFG_184_SinVacio_20260602_131802_CFG013_CONFIG_13-B5F_AVG1_ADC8192;configurations;2;10;20;149.57
BLOQUE_16CFG_184_SinVacio_20260602_131802_CFG013_CONFIG_13-B5F_AVG1_ADC8192;184_SinVacio;BLOQUE_16CFG_184_SinVacio_20260602_131802_CFG013_CONFIG_13-B5F_AVG1_ADC8192;configurations;3;20;30;165.14
BLOQUE_16CFG_184_SinVacio_20260602_131802_CFG013_CONFIG_13-B5F_AVG1_ADC8192;184_SinVacio;BLOQUE_16CFG_184_SinVacio_20260602_131802_CFG013_CONFIG_13-B5F_AVG1_ADC8192;configurations;4;30;40;111.83
