session_id;id;base_name;modo;bloque;inicio_s;fin_s;bpm_medio_10s
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;1;0;10;
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;2;10;20;
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;3;20;30;
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;4;30;40;
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;5;40;50;
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;6;50;60;
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;7;60;70;69.98
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;8;70;80;
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;9;80;90;
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;10;90;100;64.40
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;11;100;110;
BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;SIN_CROTAL;BLOQUE_7CFG_SIN_CROTAL_20260609_121629_CFG001_CONFIG_01_-_B7F_AVG4_ADC16384;configurations;12;110;120;
