session_id;id;base_name;modo;bloque;inicio_s;fin_s;bpm_medio_10s
BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;marco_no_oveja;BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;experimento_3m;1;0;10;84.54
BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;marco_no_oveja;BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;experimento_3m;2;10;20;78.08
BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;marco_no_oveja;BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;experimento_3m;3;20;30;80.11
BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;marco_no_oveja;BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;experimento_3m;4;30;40;82.34
BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;marco_no_oveja;BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;experimento_3m;5;40;50;
BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;marco_no_oveja;BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;experimento_3m;6;50;60;79.09
BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;marco_no_oveja;BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;experimento_3m;7;60;70;84.03
BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;marco_no_oveja;BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;experimento_3m;8;70;80;92.31
BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;marco_no_oveja;BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;experimento_3m;9;80;90;78.39
BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;marco_no_oveja;BLOQUE_12CFG_marco_no_oveja_20260603_102305_CFG010_3M_10_-_RED199_IR159_AVG2_ADC8192;experimento_3m;10;90;100;
